name,sector,is_ai,revenue_mil_y2015,revenue_mil_y2016,revenue_mil_y2017,revenue_mil_y2018,revenue_mil_y2019,revenue_mil_y2020,revenue_mil_y2021,revenue_mil_y2022,revenue_mil_y2023,employees_y2015,employees_y2016,employees_y2017,employees_y2018,employees_y2019,employees_y2020,employees_y2021,employees_y2022,employees_y2023
Western & Southern Financial Group,Financials,Non Ai,5404,5356,5398,5398,7205,7921,7921,7921,8317.05,2146,2168,2178,2178,2769,2787,2662.5,2686,2594
Western Digital,Technology,Ai,15130,15339.31,15590.49,15883.53,16218.43,16595.2,17181.28,17913.88,18793,84072,76449,77977,80238,81842,83069,83733,84654,85077
Western Refining,Energy,Non Ai,15154,9787,7743,7743,7743,7743,7743,7743,8130.15,5700,7347,7134,7134,7134,7134,7134,7134,7134
Western Union,Business Services,Non Ai,5607,5484,5423,5524,5590,5590,5590,5590,5869.5,10000,10000,10700,,12000,12000,12000,12000,12000
Westinghouse Air Brake Technologies,Industrials,Non Ai,8200,8200,8200,8200,8200,8200,8011,7822,8213.1,27500,27500,,27500,27500,27500,26250,27250,27000
Westlake,Chemicals,Non Ai,8118,8118,8118,8118,8118,8118,9948,11778,12366.9,9430,9430,,9430,9430,9430,11990,12675,15920
Westlake Chemical,Chemicals,Non Ai,8041,8041,8041,8041,8635,8635,8635,8635,9066.75,8799,8799,8799,8799,8870,8870,8870,8870,8870
WestRock,Materials,Non Ai,9895,11381,14706,14860,16285,18289,18517.5,18746,19683.3,26600,41400,39000,44800,45100,51100,50500,49300,50500
Weyerhaeuser,Materials,Non Ai,7976,7082,7902,7196,7476,6554,8377.5,10201,10711.05,12800,12600,10400,9300,9300,9400,9307,9307,9264
Whirlpool,Industrials,Non Ai,19872,20891,20718,21253,21037,20419,21202,21985,23084.25,100000,97000,93000,92000,92000,77000,73000,72750,61000
Whole Foods Market,Food & Drug Stores,Non Ai,14194,15389,15724,15724,15724,15724,15724,15724,16510.2,72650,,73515,73515,73515,73515,73515,73515,73515
Williams,Energy,Non Ai,7637,7360,7499,8031,8031,8201,9414,10627,11158.35,6742,6578,5604,5425,,4812,4797.5,4966,5043
Williams-Sonoma,Retailing,Non Ai,5672,5672,5672,5672,5672,5898,7072,8246,8658.3,19800,19800,19800,19800,19800,19300,17950,18175,16800
Windstream Holdings,Telecommunications,Non Ai,5830,5765,5765,5853,5853,5713,5713,5713,5998.65,12626,12326,11870,12979,11945,11945,11945,11945,11945
World Fuel Services,Wholesalers,Non Ai,27017,27017,27017,27017,39751,36820,34079,31338,32904.9,4041,4700,4700,4700,,4700,4700,4700,4700
World Fuel Services,Energy,Non Ai,27016,27016,27016,27016,39750,36819,34078,31337,32903.85,5000,5000,5000,5000,5000,5500,4957,5232,5214
Writer,Enterprise AI/SaaS,Ai,0,0,0,0,0,5.04,5.54,6.09,6.7,0,0,0,0,0,0,0,0,0
Wyndham Destinations,"Hotels, Restaurants & Leisure",Non Ai,27018,27018,27018,27018,39752,36821,34080,31339,32905.95,39200,39200,39200,39200,39200,39200,39200,39200,39200
Wyndham Worldwide,"Hotels, Restaurants & Leisure",Non Ai,27019,27019,27019,27019,39753,36822,34081,31340,32907,34400,37700,37800,37800,37800,37800,37800,37800,37800
Wynn Resorts,"Hotels, Restaurants & Leisure",Non Ai,5434,5434,5434,6306,6718,6611,6611,6611,6941.55,,16800,16800,25200,26000,30200,30200,29150,30200
Xcel Energy,Energy,Non Ai,11025,11025,11107,11404,11537,11529,11527.5,11526,12102.3,11640,11644,,11105,11068,11295,11308,11581.75,11982
Xerox,Technology,Ai,20905,21024.46,21167.81,21335.05,21526.18,21741.2,22075.68,22493.78,22995.5,147500,143600,146472,150719,153733,156038,157286,159016,159811
Xerox Holdings,Technology,Ai,9145,9197.26,9259.97,9333.13,9416.74,9510.8,9657.12,9840.02,10059.5,27000,27000,27540,28338,28904,29337,29571,29896,30045
XPO,Transportation,Non Ai,16648,16648,16648,16648,16648,16648,14727,12806,13446.3,100000,100000,100000,100000,100000,100000,72350,69750,39500
XPO Logistics,Transportation,Non Ai,7623,7623,14619,15381,17279,17279,17279,17279,18142.95,89000,89000,87000,95000,,100000,100000,100000,100000
Yum Brands,"Hotels, Restaurants & Leisure",Non Ai,13279,13105,6366,5878,5878,5688,6136,6584,6913.2,303405,,90000,60000,34000,34000,29825,29825,25650
Yum China Holdings,"Hotels, Restaurants & Leisure",Non Ai,6752,6752,6752,7144,8415,8776,9314.5,9853,10345.65,420000,420000,420000,450000,450000,450000,374250,362750,275500
Zillow Group,Technology,Ai,8147,8147,8147,8147,8147,8147,8147,8147,8147,8005,8005,8165,8401,8569,8697,8766,8005,8045
Zimmer Biomet Holdings,Health Care,Non Ai,5998,5998,7684,7824,7933,7982,7909,7836,8227.8,17500,17500,18500,18200,19800,19900,19787.5,19675,19500
Zoetis,Health Care,Non Ai,5825,5825,5825,5825,5825,6260,7018,7776,8164.8,10000,10000,10000,10000,10000,10600,11325,12050,13800
